ts,iso,port,address,kind,name,value,unit,extra
1758490194.484,2025-09-21 23:29:54,/dev/ttyUSB1,5,measure,fMeasure,10.00046,,57 samples
1758490254.683,2025-09-21 23:30:54,/dev/ttyUSB1,5,measure,fMeasure,9.99916,,56 samples
1758490314.684,2025-09-21 23:31:54,/dev/ttyUSB1,5,measure,fMeasure,9.99960,,44 samples
1758490374.883,2025-09-21 23:32:54,/dev/ttyUSB1,5,measure,fMeasure,9.99967,,42 samples
1758490435.083,2025-09-21 23:33:55,/dev/ttyUSB1,5,measure,fMeasure,9.99899,,53 samples
1758490495.282,2025-09-21 23:34:55,/dev/ttyUSB1,5,measure,fMeasure,10.00017,,40 samples
1758490555.283,2025-09-21 23:35:55,/dev/ttyUSB1,5,measure,fMeasure,9.99879,,49 samples
1758490615.483,2025-09-21 23:36:55,/dev/ttyUSB1,5,measure,fMeasure,9.99968,,53 samples
1758490675.682,2025-09-21 23:37:55,/dev/ttyUSB1,5,measure,fMeasure,10.00031,,49 samples
1758490735.683,2025-09-21 23:38:55,/dev/ttyUSB1,5,measure,fMeasure,9.99944,,34 samples
1758490795.683,2025-09-21 23:39:55,/dev/ttyUSB1,5,measure,fMeasure,9.99919,,49 samples
1758490855.882,2025-09-21 23:40:55,/dev/ttyUSB1,5,measure,fMeasure,9.99998,,46 samples
1758490915.882,2025-09-21 23:41:55,/dev/ttyUSB1,5,measure,fMeasure,9.99947,,53 samples
1758490975.883,2025-09-21 23:42:55,/dev/ttyUSB1,5,measure,fMeasure,9.99932,,45 samples
1758491036.083,2025-09-21 23:43:56,/dev/ttyUSB1,5,measure,fMeasure,10.00010,,51 samples
1758491096.282,2025-09-21 23:44:56,/dev/ttyUSB1,5,measure,fMeasure,9.99994,,36 samples
1758491156.283,2025-09-21 23:45:56,/dev/ttyUSB1,5,measure,fMeasure,9.99937,,43 samples
1758491216.482,2025-09-21 23:46:56,/dev/ttyUSB1,5,measure,fMeasure,9.99953,,49 samples
1758491276.483,2025-09-21 23:47:56,/dev/ttyUSB1,5,measure,fMeasure,9.99959,,44 samples
1758491336.683,2025-09-21 23:48:56,/dev/ttyUSB1,5,measure,fMeasure,9.99924,,41 samples
1758491396.683,2025-09-21 23:49:56,/dev/ttyUSB1,5,measure,fMeasure,9.99842,,41 samples
1758491456.882,2025-09-21 23:50:56,/dev/ttyUSB1,5,measure,fMeasure,9.99961,,47 samples
1758491516.882,2025-09-21 23:51:56,/dev/ttyUSB1,5,measure,fMeasure,9.99987,,50 samples
1758491577.083,2025-09-21 23:52:57,/dev/ttyUSB1,5,measure,fMeasure,9.99996,,45 samples
1758491637.083,2025-09-21 23:53:57,/dev/ttyUSB1,5,measure,fMeasure,9.99980,,50 samples
1758491697.283,2025-09-21 23:54:57,/dev/ttyUSB1,5,measure,fMeasure,10.00021,,43 samples
1758491757.483,2025-09-21 23:55:57,/dev/ttyUSB1,5,measure,fMeasure,9.99983,,45 samples
1758491817.483,2025-09-21 23:56:57,/dev/ttyUSB1,5,measure,fMeasure,9.99981,,42 samples
1758491877.682,2025-09-21 23:57:57,/dev/ttyUSB1,5,measure,fMeasure,9.99921,,56 samples
1758491937.683,2025-09-21 23:58:57,/dev/ttyUSB1,5,measure,fMeasure,10.00026,,48 samples
1758491997.684,2025-09-21 23:59:57,/dev/ttyUSB1,5,measure,fMeasure,9.99986,,35 samples
1758492057.883,2025-09-22 00:00:57,/dev/ttyUSB1,5,measure,fMeasure,9.99934,,42 samples
1758492118.083,2025-09-22 00:01:58,/dev/ttyUSB1,5,measure,fMeasure,9.99928,,34 samples
1758492178.283,2025-09-22 00:02:58,/dev/ttyUSB1,5,measure,fMeasure,9.99952,,63 samples
1758492238.283,2025-09-22 00:03:58,/dev/ttyUSB1,5,measure,fMeasure,9.99969,,54 samples
1758492298.482,2025-09-22 00:04:58,/dev/ttyUSB1,5,measure,fMeasure,10.00003,,57 samples
1758492358.484,2025-09-22 00:05:58,/dev/ttyUSB1,5,measure,fMeasure,9.99950,,57 samples
1758492418.683,2025-09-22 00:06:58,/dev/ttyUSB1,5,measure,fMeasure,10.00003,,51 samples
1758492478.883,2025-09-22 00:07:58,/dev/ttyUSB1,5,measure,fMeasure,9.99949,,45 samples
1758492538.883,2025-09-22 00:08:58,/dev/ttyUSB1,5,measure,fMeasure,10.00001,,51 samples
1758492599.083,2025-09-22 00:09:59,/dev/ttyUSB1,5,measure,fMeasure,9.99989,,50 samples
1758492659.084,2025-09-22 00:10:59,/dev/ttyUSB1,5,measure,fMeasure,9.99940,,44 samples
1758492719.283,2025-09-22 00:11:59,/dev/ttyUSB1,5,measure,fMeasure,9.99914,,46 samples
1758492779.483,2025-09-22 00:12:59,/dev/ttyUSB1,5,measure,fMeasure,9.99925,,41 samples
1758492839.483,2025-09-22 00:13:59,/dev/ttyUSB1,5,measure,fMeasure,9.99992,,46 samples
1758492899.683,2025-09-22 00:14:59,/dev/ttyUSB1,5,measure,fMeasure,9.99978,,55 samples
1758492959.684,2025-09-22 00:15:59,/dev/ttyUSB1,5,measure,fMeasure,9.99998,,50 samples
1758493019.883,2025-09-22 00:16:59,/dev/ttyUSB1,5,measure,fMeasure,10.00035,,37 samples
1758493079.883,2025-09-22 00:17:59,/dev/ttyUSB1,5,measure,fMeasure,10.00056,,48 samples
1758493139.883,2025-09-22 00:18:59,/dev/ttyUSB1,5,measure,fMeasure,9.99963,,53 samples
1758493199.883,2025-09-22 00:19:59,/dev/ttyUSB1,5,measure,fMeasure,10.00012,,34 samples
1758493260.082,2025-09-22 00:21:00,/dev/ttyUSB1,5,measure,fMeasure,10.00057,,50 samples
1758493320.283,2025-09-22 00:22:00,/dev/ttyUSB1,5,measure,fMeasure,9.99998,,44 samples
1758493380.283,2025-09-22 00:23:00,/dev/ttyUSB1,5,measure,fMeasure,10.00012,,51 samples
1758493440.482,2025-09-22 00:24:00,/dev/ttyUSB1,5,measure,fMeasure,10.00026,,53 samples
1758493500.483,2025-09-22 00:25:00,/dev/ttyUSB1,5,measure,fMeasure,9.99920,,46 samples
1758493560.684,2025-09-22 00:26:00,/dev/ttyUSB1,5,measure,fMeasure,10.00035,,43 samples
1758493620.882,2025-09-22 00:27:00,/dev/ttyUSB1,5,measure,fMeasure,10.00022,,46 samples
1758493680.883,2025-09-22 00:28:00,/dev/ttyUSB1,5,measure,fMeasure,9.99991,,40 samples
1758493740.884,2025-09-22 00:29:00,/dev/ttyUSB1,5,measure,fMeasure,10.00008,,45 samples
1758493801.083,2025-09-22 00:30:01,/dev/ttyUSB1,5,measure,fMeasure,10.00016,,45 samples
1758493861.283,2025-09-22 00:31:01,/dev/ttyUSB1,5,measure,fMeasure,9.99997,,68 samples
1758493921.283,2025-09-22 00:32:01,/dev/ttyUSB1,5,measure,fMeasure,9.99976,,42 samples
1758493981.483,2025-09-22 00:33:01,/dev/ttyUSB1,5,measure,fMeasure,10.00007,,45 samples
1758494041.484,2025-09-22 00:34:01,/dev/ttyUSB1,5,measure,fMeasure,10.00037,,52 samples
1758494101.683,2025-09-22 00:35:01,/dev/ttyUSB1,5,measure,fMeasure,10.00083,,48 samples
