ts,iso,port,address,kind,name,value,unit,extra
1758495844.683,2025-09-22 01:04:04,/dev/ttyUSB2,3,measure,fMeasure,25.01182,,38 samples
1758495904.883,2025-09-22 01:05:04,/dev/ttyUSB2,3,measure,fMeasure,24.99736,,47 samples
1758495964.883,2025-09-22 01:06:04,/dev/ttyUSB2,3,measure,fMeasure,25.01383,,61 samples
1758496024.884,2025-09-22 01:07:04,/dev/ttyUSB2,3,measure,fMeasure,25.00950,,51 samples
1758496085.083,2025-09-22 01:08:05,/dev/ttyUSB2,3,measure,fMeasure,24.99519,,48 samples
1758496145.282,2025-09-22 01:09:05,/dev/ttyUSB2,3,measure,fMeasure,25.02111,,40 samples
1758496205.483,2025-09-22 01:10:05,/dev/ttyUSB2,3,measure,fMeasure,24.99292,,48 samples
1758496265.682,2025-09-22 01:11:05,/dev/ttyUSB2,3,measure,fMeasure,25.01217,,45 samples
1758496325.683,2025-09-22 01:12:05,/dev/ttyUSB2,3,measure,fMeasure,25.00095,,56 samples
1758496385.883,2025-09-22 01:13:05,/dev/ttyUSB2,3,measure,fMeasure,24.99104,,36 samples
1758496446.082,2025-09-22 01:14:06,/dev/ttyUSB2,3,measure,fMeasure,25.00631,,52 samples
1758496506.083,2025-09-22 01:15:06,/dev/ttyUSB2,3,measure,fMeasure,25.00009,,41 samples
1758496566.283,2025-09-22 01:16:06,/dev/ttyUSB2,3,measure,fMeasure,25.00115,,40 samples
1758496626.483,2025-09-22 01:17:06,/dev/ttyUSB2,3,measure,fMeasure,24.98838,,52 samples
1758496686.683,2025-09-22 01:18:06,/dev/ttyUSB2,3,measure,fMeasure,25.00351,,51 samples
1758496746.683,2025-09-22 01:19:06,/dev/ttyUSB2,3,measure,fMeasure,24.98882,,46 samples
1758496806.882,2025-09-22 01:20:06,/dev/ttyUSB2,3,measure,fMeasure,25.01016,,42 samples
1758496866.883,2025-09-22 01:21:06,/dev/ttyUSB2,3,measure,fMeasure,25.00594,,45 samples
1758496927.083,2025-09-22 01:22:07,/dev/ttyUSB2,3,measure,fMeasure,25.00898,,59 samples
1758496987.282,2025-09-22 01:23:07,/dev/ttyUSB2,3,measure,fMeasure,24.98821,,46 samples
1758497047.282,2025-09-22 01:24:07,/dev/ttyUSB2,3,measure,fMeasure,25.00035,,32 samples
1758497107.283,2025-09-22 01:25:07,/dev/ttyUSB2,3,measure,fMeasure,24.99031,,46 samples
1758497167.283,2025-09-22 01:26:07,/dev/ttyUSB2,3,measure,fMeasure,25.00387,,32 samples
1758497227.483,2025-09-22 01:27:07,/dev/ttyUSB2,3,measure,fMeasure,24.99402,,41 samples
1758497287.683,2025-09-22 01:28:07,/dev/ttyUSB2,3,measure,fMeasure,24.98651,,46 samples
1758497347.883,2025-09-22 01:29:07,/dev/ttyUSB2,3,measure,fMeasure,24.99500,,67 samples
1758497408.083,2025-09-22 01:30:08,/dev/ttyUSB2,3,measure,fMeasure,24.99615,,41 samples
1758497468.282,2025-09-22 01:31:08,/dev/ttyUSB2,3,measure,fMeasure,25.02261,,48 samples
1758497528.483,2025-09-22 01:32:08,/dev/ttyUSB2,3,measure,fMeasure,24.99641,,54 samples
1758497588.683,2025-09-22 01:33:08,/dev/ttyUSB2,3,measure,fMeasure,25.00550,,51 samples
1758497648.883,2025-09-22 01:34:08,/dev/ttyUSB2,3,measure,fMeasure,24.99962,,57 samples
1758497709.083,2025-09-22 01:35:09,/dev/ttyUSB2,3,measure,fMeasure,25.01339,,51 samples
1758497769.283,2025-09-22 01:36:09,/dev/ttyUSB2,3,measure,fMeasure,25.01076,,45 samples
1758497829.283,2025-09-22 01:37:09,/dev/ttyUSB2,3,measure,fMeasure,25.01317,,46 samples
1758497889.283,2025-09-22 01:38:09,/dev/ttyUSB2,3,measure,fMeasure,25.00252,,51 samples
1758497949.283,2025-09-22 01:39:09,/dev/ttyUSB2,3,measure,fMeasure,24.99318,,57 samples
1758498009.482,2025-09-22 01:40:09,/dev/ttyUSB2,3,measure,fMeasure,25.01320,,36 samples
1758498069.483,2025-09-22 01:41:09,/dev/ttyUSB2,3,measure,fMeasure,25.00174,,41 samples
1758498129.683,2025-09-22 01:42:09,/dev/ttyUSB2,3,measure,fMeasure,25.00428,,55 samples
1758498189.883,2025-09-22 01:43:09,/dev/ttyUSB2,3,measure,fMeasure,25.02346,,45 samples
1758498250.083,2025-09-22 01:44:10,/dev/ttyUSB2,3,measure,fMeasure,25.00828,,43 samples
1758498310.084,2025-09-22 01:45:10,/dev/ttyUSB2,3,measure,fMeasure,25.00042,,42 samples
